"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:48:12.4093303 PM","dwnetfilter.exe","3948","CreateFile","C:\Windows\System32\sspicli.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:48:12.4093661 PM","dwnetfilter.exe","3948","CreateFileMapping","C:\Windows\System32\sspicli.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"7:48:12.4093889 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Read"
"7:48:12.4094040 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Read"
"7:48:12.4094176 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 20"
"7:48:12.4094317 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"7:48:12.4094441 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Query Value"
"7:48:12.4094721 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Query Value"
"7:48:12.4095007 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 80"
"7:48:12.4095298 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"7:48:12.4096314 PM","dwnetfilter.exe","3948","CreateFileMapping","C:\Windows\System32\sspicli.dll","SUCCESS","SyncType: SyncTypeOther"
"7:48:12.4097616 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\sspicli.dll","SUCCESS","Image Base: 0x7ff8c6450000, Image Size: 0x3c000"
"7:48:12.4097838 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\sspicli.dll","SUCCESS","Name: \Windows\System32\sspicli.dll"
"7:48:12.4098973 PM","dwnetfilter.exe","3948","CloseFile","C:\Windows\System32\sspicli.dll","SUCCESS",""
"7:48:12.4101386 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\d0f1a5c6-fc43-48ae-99bf-efb1c38be9d1","NAME NOT FOUND","Length: 528"
"7:48:12.4101897 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\ws2_32.dll","SUCCESS","Name: \Windows\System32\ws2_32.dll"
"7:48:12.4103181 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read"
"7:48:12.4103349 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read"
"7:48:12.4103564 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060305"
"7:48:12.4103732 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000603xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"7:48:12.4104762 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"7:48:12.4105156 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"7:48:12.4105589 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"7:48:12.4105734 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"7:48:12.4106414 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\ca967c75-04bf-40b5-9a16-98b5f9332a92","NAME NOT FOUND","Length: 528"
"7:48:12.4106889 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\sechost.dll","SUCCESS","Name: \Windows\System32\sechost.dll"
"7:48:12.4107495 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b6fd710b-f783-4b1c-ab9c-c68099dcc0c7","NAME NOT FOUND","Length: 528"
"7:48:12.4107876 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\sechost.dll","SUCCESS","Name: \Windows\System32\sechost.dll"
"7:48:12.4109472 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\c1376338-0984-48b8-b933-9c7d779fd84d","NAME NOT FOUND","Length: 528"
"7:48:12.4110008 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\advapi32.dll","SUCCESS","Name: \Windows\System32\advapi32.dll"
"7:48:12.4113168 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read"
"7:48:12.4113319 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4113674 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f25bcd2e-2690-55dc-3bc4-07b65b1b41c9","NAME NOT FOUND","Length: 528"
"7:48:12.4114065 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\user32.dll","SUCCESS","Name: \Windows\System32\user32.dll"
"7:48:12.4122407 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"7:48:12.4122575 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4122863 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4123015 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"7:48:12.4123125 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4123262 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4133558 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"7:48:12.4133798 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20"
"7:48:12.4133941 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"7:48:12.4134059 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"7:48:12.4134195 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableUmpdBufferSizeCheck","NAME NOT FOUND","Length: 20"
"7:48:12.4134308 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"7:48:12.4134678 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\dwnetfilter.exe","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4134977 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4135324 PM","dwnetfilter.exe","3948","RegOpenKey","HKU\.Default\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4135658 PM","dwnetfilter.exe","3948","RegOpenKey","HKU\.Default\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"7:48:12.4135820 PM","dwnetfilter.exe","3948","RegQueryValue","HKU\.DEFAULT\Control Panel\Desktop\EnablePerProcessSystemDPI","NAME NOT FOUND","Length: 20"
"7:48:12.4136123 PM","dwnetfilter.exe","3948","RegCloseKey","HKU\.DEFAULT\Control Panel\Desktop","SUCCESS",""
"7:48:12.4136990 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read"
"7:48:12.4137178 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32\dwnetfilter","NAME NOT FOUND","Length: 172"
"7:48:12.4137346 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS",""
"7:48:12.4137921 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4142217 PM","dwnetfilter.exe","3948","CreateFile","C:\Windows\System32\edgegdi.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"7:48:12.4149932 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"7:48:12.4150141 PM","dwnetfilter.exe","3948","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:48:12.4150285 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS","Desired Access: Read"
"7:48:12.4150599 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows\LoadAppInit_DLLs","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:48:12.4150793 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS",""
"7:48:12.4151179 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"7:48:12.4154406 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\30336ed4-e327-447c-9de0-51b652c86108","NAME NOT FOUND","Length: 528"
"7:48:12.4155131 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\shell32.dll","SUCCESS","Name: \Windows\System32\shell32.dll"
"7:48:12.4156182 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\32980f26-c8f5-5767-6b26-635b3fa83c61","NAME NOT FOUND","Length: 528"
"7:48:12.4156855 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\shell32.dll","SUCCESS","Name: \Windows\System32\shell32.dll"
"7:48:12.4157807 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\703fcc13-b66f-5868-ddd9-e2db7f381ffb","NAME NOT FOUND","Length: 528"
"7:48:12.4158452 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\shell32.dll","SUCCESS","Name: \Windows\System32\shell32.dll"
"7:48:12.4160710 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\a6d3c9ac-9128-522a-495a-1821191173c2","NAME NOT FOUND","Length: 528"
"7:48:12.4161121 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\sspicli.dll","SUCCESS","Name: \Windows\System32\sspicli.dll"
"7:48:12.4162008 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Program Files\DrWeb\dwnetfilter.exe","SUCCESS","Name: \Program Files\DrWeb\dwnetfilter.exe"
"7:48:12.4167784 PM","dwnetfilter.exe","3948","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:48:12.4168090 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","REPARSE","Desired Access: All Access"
"7:48:12.4168339 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","SUCCESS","Desired Access: All Access"
"7:48:12.4168543 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\WinSock_Registry_Version","BUFFER OVERFLOW","Length: 16"
"7:48:12.4168667 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\WinSock_Registry_Version","SUCCESS","Type: REG_SZ, Length: 8, Data: 2.0"
"7:48:12.4168820 PM","dwnetfilter.exe","3948","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:48:12.4168928 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog","SUCCESS","Desired Access: Read"
"7:48:12.4169316 PM","dwnetfilter.exe","3948","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:48:12.4169415 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog\3A2712A0-28897877","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4169623 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\Packages","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4169823 PM","dwnetfilter.exe","3948","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:48:12.4169918 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog\3A2712A0","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4170105 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog","SUCCESS",""
"7:48:12.4170410 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Callout","BUFFER OVERFLOW","Length: 12"
"7:48:12.4170519 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Callout","SUCCESS","Type: REG_EXPAND_SZ, Length: 70, Data: %SystemRoot%\System32\fwpuclnt.dll"
"7:48:12.4170673 PM","dwnetfilter.exe","3948","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:48:12.4170772 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"7:48:12.4170959 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Serial_Access_Num","SUCCESS","Type: REG_DWORD, Length: 4, Data: 7"
"7:48:12.4171243 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Serial_Access_Num","SUCCESS","Type: REG_DWORD, Length: 4, Data: 7"
"7:48:12.4171375 PM","dwnetfilter.exe","3948","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:48:12.4171474 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\00000007","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4171635 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Next_Catalog_Entry_ID","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1015"
"7:48:12.4173221 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Num_Catalog_Entries64","SUCCESS","Type: REG_DWORD, Length: 4, Data: 14"
"7:48:12.4173504 PM","dwnetfilter.exe","3948","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:48:12.4173608 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"7:48:12.4173944 PM","dwnetfilter.exe","3948","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:48:12.4174040 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000001","SUCCESS","Desired Access: Read"
"7:48:12.4174433 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000001\PackedCatalogItem","BUFFER OVERFLOW","Length: 144"
"7:48:12.4174544 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000001\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73"
"7:48:12.4174853 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000001","SUCCESS",""
"7:48:12.4174990 PM","dwnetfilter.exe","3948","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:48:12.4175129 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000002","SUCCESS","Desired Access: Read"
"7:48:12.4175890 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000002\PackedCatalogItem","BUFFER OVERFLOW","Length: 144"
"7:48:12.4176037 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000002\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73"
"7:48:12.4176188 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000002","SUCCESS",""
"7:48:12.4176491 PM","dwnetfilter.exe","3948","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:48:12.4176593 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000003","SUCCESS","Desired Access: Read"
"7:48:12.4177472 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000003\PackedCatalogItem","BUFFER OVERFLOW","Length: 144"
"7:48:12.4177638 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000003\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73"
"7:48:12.4178079 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000003","SUCCESS",""
"7:48:12.4178394 PM","dwnetfilter.exe","3948","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:48:12.4178644 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000004","SUCCESS","Desired Access: Read"
